#Accession	ID	Description	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PF03583	LIP	"Secretory lipase "	2	0.02	38.19	0.00	0.38	0.00	0.10	0.00	37.55	0.00	0.16	0.00
PF11003	DUF2842	"Protein of unknown function (DUF2842)"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PF07650	KH_2	"KH domain"	6	0.06	1985.00	0.13	328.90	0.26	595.96	0.28	167.12	0.02	893.03	0.29
PF03444	HrcA_DNA-bdg	"Winged helix-turn-helix transcription repressor, HrcA DNA-binding"	2	0.02	67.15	0.00	2.49	0.00	0.12	0.00	64.46	0.01	0.09	0.00
PF04561	RNA_pol_Rpb2_2	"RNA polymerase Rpb2, domain 2"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF00309	Sigma54_AID	"Sigma-54 factor, Activator interacting domain (AID) "	2	0.02	55.34	0.00	2.52	0.00	0.00	0.00	52.72	0.01	0.10	0.00
PF01757	Acyl_transf_3	"Acyltransferase family"	2	0.02	137.28	0.01	7.89	0.01	0.16	0.00	128.92	0.01	0.31	0.00
PF13576	Pentapeptide_3	"Pentapeptide repeats (9 copies)"	7	0.07	2198.43	0.14	325.60	0.25	588.42	0.27	394.28	0.04	890.13	0.29
PF13609	Porin_4	"Gram-negative porin"	3	0.03	497.25	0.03	0.05	0.00	1.08	0.00	495.29	0.05	0.83	0.00
PF01904	DUF72	"Protein of unknown function DUF72"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
PF04303	PrpF	"PrpF protein"	3	0.03	120.47	0.01	0.00	0.00	0.72	0.00	119.58	0.01	0.16	0.00
PF00486	Trans_reg_C	"Transcriptional regulatory protein, C terminal"	27	0.26	3501.31	0.22	357.53	0.28	612.38	0.28	1632.07	0.18	899.33	0.30
PF07495	Y_Y_Y	"Y_Y_Y domain"	3	0.03	57.55	0.00	9.98	0.01	1.09	0.00	43.78	0.00	2.70	0.00
PF04733	Coatomer_E	"Coatomer epsilon subunit"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
PF09837	DUF2064	"Uncharacterized protein conserved in bacteria (DUF2064)"	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
PF01761	DHQ_synthase	"3-dehydroquinate synthase"	2	0.02	269.60	0.02	0.00	0.00	0.41	0.00	268.80	0.03	0.39	0.00
PF02754	CCG	"Cysteine-rich domain"	5	0.05	265.03	0.02	12.59	0.01	56.77	0.03	134.82	0.01	60.85	0.02
PF09349	OHCU_decarbox	"OHCU decarboxylase"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
PF01330	RuvA_N	"RuvA N terminal domain"	3	0.03	95.93	0.01	3.57	0.00	0.30	0.00	90.40	0.01	1.66	0.00
PF01176	eIF-1a	"Translation initiation factor 1A / IF-1"	2	0.02	1873.39	0.12	325.55	0.25	585.28	0.27	73.19	0.01	889.36	0.29
PF01915	Glyco_hydro_3_C	"Glycosyl hydrolase family 3 C-terminal domain"	4	0.04	211.40	0.01	0.93	0.00	1.42	0.00	206.57	0.02	2.47	0.00
PF13085	Fer2_3	"2Fe-2S iron-sulfur cluster binding domain"	3	0.03	283.68	0.02	0.99	0.00	4.23	0.00	276.71	0.03	1.74	0.00
PF00909	Ammonium_transp	"Ammonium Transporter Family"	3	0.03	177.37	0.01	7.89	0.01	3.68	0.00	164.77	0.02	1.03	0.00
PF06035	Peptidase_C93	"Bacterial transglutaminase-like cysteine proteinase BTLCP"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF02077	SURF4	"SURF4 family"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
PF03147	FDX-ACB	"Ferredoxin-fold anticodon binding domain"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
PF00472	RF-1	"RF-1 domain"	14	0.13	2537.21	0.16	341.07	0.27	600.04	0.28	695.20	0.08	900.90	0.30
PF11940	DUF3458	"Domain of unknown function (DUF3458) Ig-like fold"	2	0.02	108.87	0.01	0.24	0.00	16.54	0.01	89.74	0.01	2.34	0.00
PF14684	Tricorn_C1	"Tricorn protease C1 domain"	2	0.02	75.97	0.00	0.00	0.00	0.18	0.00	74.29	0.01	1.49	0.00
PF12293	T4BSS_DotH_IcmK	"Putative outer membrane core complex of type IVb secretion"	1	0.01	13.92	0.00	0.00	0.00	0.00	0.00	13.92	0.00	0.00	0.00
PF02445	NadA	"Quinolinate synthetase A protein"	3	0.03	315.76	0.02	0.01	0.00	0.54	0.00	313.34	0.03	1.88	0.00
PF06277	EutA	"Ethanolamine utilisation protein EutA"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
PF16338	DUF4968	"Domain of unknown function (DUF4968)"	2	0.02	120.66	0.01	2.37	0.00	0.04	0.00	118.16	0.01	0.08	0.00
PF12832	MFS_1_like	"MFS_1 like family"	4	0.04	412.09	0.03	18.23	0.01	2.35	0.00	387.71	0.04	3.79	0.00
PF00137	ATP-synt_C	"ATP synthase subunit C"	5	0.05	872.87	0.06	3.49	0.00	3.69	0.00	862.83	0.09	2.86	0.00
PF05521	Phage_H_T_join	"Phage head-tail joining protein"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
PF07005	SBD_N	"Sugar-binding N-terminal domain"	2	0.02	101.27	0.01	0.00	0.00	0.29	0.00	100.90	0.01	0.08	0.00
PF00313	CSD	"'Cold-shock' DNA-binding domain"	11	0.11	775.86	0.05	10.48	0.01	24.70	0.01	736.01	0.08	4.68	0.00
PF01972	SDH_sah	"Serine dehydrogenase proteinase"	2	0.02	230.67	0.01	10.00	0.01	1.69	0.00	215.92	0.02	3.05	0.00
PF02625	XdhC_CoxI	"XdhC and CoxI family"	4	0.04	127.26	0.01	0.26	0.00	3.96	0.00	120.49	0.01	2.54	0.00
PF06568	DUF1127	"Domain of unknown function (DUF1127)"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PF01737	Ycf9	"YCF9"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
PF13350	Y_phosphatase3	"Tyrosine phosphatase family"	2	0.02	26.61	0.00	0.42	0.00	0.01	0.00	26.10	0.00	0.08	0.00
PF12899	Glyco_hydro_100	"Alkaline and neutral invertase"	2	0.02	140.89	0.01	0.00	0.00	0.06	0.00	140.75	0.02	0.08	0.00
PF17936	Big_6	"Bacterial Ig domain"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
PF02374	ArsA_ATPase	"Anion-transporting ATPase"	12	0.12	2297.35	0.15	309.16	0.24	568.02	0.26	564.03	0.06	856.14	0.28
PF03118	RNA_pol_A_CTD	"Bacterial RNA polymerase, alpha chain C terminal domain"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
PF02652	Lactate_perm	"L-lactate permease"	3	0.03	145.17	0.01	0.33	0.00	0.85	0.00	143.43	0.02	0.56	0.00
PF00070	Pyr_redox	"Pyridine nucleotide-disulphide oxidoreductase"	54	0.52	5420.10	0.35	404.82	0.32	633.26	0.29	3471.37	0.38	910.65	0.30
PF01676	Metalloenzyme	"Metalloenzyme superfamily"	5	0.05	403.26	0.03	10.50	0.01	0.62	0.00	389.86	0.04	2.29	0.00
PF01471	PG_binding_1	"Putative peptidoglycan binding domain"	9	0.09	564.56	0.04	7.16	0.01	24.56	0.01	528.05	0.06	4.78	0.00
PF03853	YjeF_N	"YjeF-related protein N-terminus"	2	0.02	53.85	0.00	2.37	0.00	0.02	0.00	50.02	0.01	1.45	0.00
PF03119	DNA_ligase_ZBD	"NAD-dependent DNA ligase C4 zinc finger domain"	2	0.02	151.58	0.01	0.32	0.00	0.70	0.00	150.04	0.02	0.51	0.00
PF00889	EF_TS	"Elongation factor TS"	3	0.03	310.73	0.02	10.23	0.01	0.46	0.00	299.41	0.03	0.63	0.00
PF07695	7TMR-DISM_7TM	"7TM diverse intracellular signalling"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
PF02673	BacA	"Bacitracin resistance protein BacA"	5	0.05	192.87	0.01	8.25	0.01	3.75	0.00	178.33	0.02	2.54	0.00
PF05194	UreE_C	"UreE urease accessory protein, C-terminal domain"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PF13393	tRNA-synt_His	"Histidyl-tRNA synthetase"	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
PF11877	DUF3397	"Protein of unknown function (DUF3397)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF02626	CT_A_B	"Carboxyltransferase domain, subdomain A and B"	2	0.02	42.05	0.00	0.05	0.00	3.18	0.00	38.13	0.00	0.70	0.00
PF13578	Methyltransf_24	"Methyltransferase domain"	7	0.07	518.04	0.03	0.87	0.00	0.92	0.00	515.29	0.06	0.97	0.00
PF00271	Helicase_C	"Helicase conserved C-terminal domain"	37	0.36	5886.56	0.38	631.68	0.49	1183.41	0.55	2307.70	0.25	1763.76	0.58
PF00033	Cytochrome_B	"Cytochrome b/b6/petB"	4	0.04	1054.34	0.07	0.27	0.00	0.46	0.00	1053.02	0.11	0.59	0.00
PF16868	NMT1_3	"NMT1-like family"	5	0.05	506.91	0.03	0.31	0.00	17.49	0.01	486.08	0.05	3.03	0.00
PF13746	Fer4_18	"4Fe-4S dicluster domain"	3	0.03	152.71	0.01	12.38	0.01	1.37	0.00	136.22	0.01	2.75	0.00
PF05690	ThiG	"Thiazole biosynthesis protein ThiG"	3	0.03	71.09	0.00	2.39	0.00	0.24	0.00	67.07	0.01	1.38	0.00
PF01547	SBP_bac_1	"Bacterial extracellular solute-binding protein"	21	0.20	1618.26	0.10	12.06	0.01	36.59	0.02	1560.12	0.17	9.48	0.00
PF02951	GSH-S_N	"Prokaryotic glutathione synthetase, N-terminal domain"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
PF04235	DUF418	"Protein of unknown function (DUF418)"	2	0.02	38.31	0.00	0.34	0.00	0.11	0.00	37.72	0.00	0.15	0.00
PF01697	Glyco_transf_92	"Glycosyltransferase family 92"	1	0.01	13.61	0.00	0.00	0.00	0.00	0.00	13.61	0.00	0.00	0.00
PF13155	Toprim_2	"Toprim-like"	5	0.05	249.70	0.02	0.15	0.00	3.53	0.00	243.71	0.03	2.30	0.00
PF07167	PhaC_N	"Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF00127	Copper-bind	"Copper binding proteins, plastocyanin/azurin family"	2	0.02	89.29	0.01	0.26	0.00	0.30	0.00	88.58	0.01	0.15	0.00
PF17147	PFOR_II	"Pyruvate:ferredoxin oxidoreductase core domain II"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF03472	Autoind_bind	"Autoinducer binding domain"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PF12799	LRR_4	"Leucine Rich repeats (2 copies)"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
PF07947	YhhN	"YhhN family"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF10459	Peptidase_S46	"Peptidase S46"	3	0.03	153.88	0.01	0.06	0.00	4.02	0.00	148.83	0.02	0.97	0.00
PF01978	TrmB	"Sugar-specific transcriptional regulator TrmB"	2	0.02	65.14	0.00	0.13	0.00	0.10	0.00	64.82	0.01	0.10	0.00
PF04679	DNA_ligase_A_C	"ATP dependent DNA ligase C terminal region        "	4	0.04	313.98	0.02	1.42	0.00	0.81	0.00	310.86	0.03	0.89	0.00
PF11398	DUF2813	"Protein of unknown function (DUF2813)"	2	0.02	146.45	0.01	0.00	0.00	0.02	0.00	146.38	0.02	0.04	0.00
PF02800	Gp_dh_C	"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"	13	0.13	2724.31	0.17	312.25	0.24	592.95	0.28	960.07	0.10	859.04	0.28
PF01230	HIT	"HIT domain"	5	0.05	185.43	0.01	2.69	0.00	20.39	0.01	157.79	0.02	4.56	0.00
PF17517	IgGFc_binding	"IgGFc binding protein"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
PF01839	FG-GAP	"FG-GAP repeat"	3	0.03	163.86	0.01	10.00	0.01	1.53	0.00	149.53	0.02	2.80	0.00
PF05050	Methyltransf_21	"Methyltransferase FkbM domain"	3	0.03	356.13	0.02	0.63	0.00	17.67	0.01	334.66	0.04	3.18	0.00
PF00248	Aldo_ket_red	"Aldo/keto reductase family"	11	0.11	2207.00	0.14	313.49	0.24	567.94	0.26	471.27	0.05	854.29	0.28
PF05685	Uma2	"Putative restriction endonuclease"	12	0.12	5890.19	0.38	879.77	0.69	1715.26	0.80	690.57	0.08	2604.58	0.86
PF04349	MdoG	"Periplasmic glucan biosynthesis protein, MdoG"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
PF03587	EMG1	"EMG1/NEP1 methyltransferase"	1	0.01	10.91	0.00	0.00	0.00	0.00	0.00	10.91	0.00	0.00	0.00
PF02563	Poly_export	"Polysaccharide biosynthesis/export protein"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
PF04960	Glutaminase	"Glutaminase"	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
PF02355	SecD_SecF	"Protein export membrane protein"	8	0.08	439.52	0.03	18.73	0.01	1.34	0.00	417.53	0.05	1.91	0.00
PF02777	Sod_Fe_C	"Iron/manganese superoxide dismutases, C-terminal domain"	2	0.02	277.90	0.02	8.13	0.01	0.46	0.00	268.72	0.03	0.58	0.00
PF04444	Dioxygenase_N	"Catechol dioxygenase N terminus"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
PF01938	TRAM	"TRAM domain"	5	0.05	2087.20	0.13	314.40	0.25	565.54	0.26	351.31	0.04	855.95	0.28
PF01256	Carb_kinase	"Carbohydrate kinase"	4	0.04	301.74	0.02	0.01	0.00	0.45	0.00	300.93	0.03	0.35	0.00
PF03729	DUF308	"Short repeat of unknown function (DUF308)"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
PF00460	Flg_bb_rod	"Flagella basal body rod protein"	16	0.15	1126.77	0.07	0.08	0.00	8.83	0.00	1114.99	0.12	2.88	0.00
PF01061	ABC2_membrane	"ABC-2 type transporter"	12	0.12	778.31	0.05	0.77	0.00	9.27	0.00	762.82	0.08	5.46	0.00
PF01218	Coprogen_oxidas	"Coproporphyrinogen III oxidase"	2	0.02	40.75	0.00	0.04	0.00	3.45	0.00	35.14	0.00	2.12	0.00
PF01804	Penicil_amidase	"Penicillin amidase"	3	0.03	267.28	0.02	0.01	0.00	0.59	0.00	264.67	0.03	2.02	0.00
PF01734	Patatin	"Patatin-like phospholipase"	9	0.09	402.85	0.03	15.41	0.01	3.85	0.00	381.20	0.04	2.38	0.00
PF08317	Spc7	"Spc7 kinetochore protein"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
PF03976	PPK2	"Polyphosphate kinase 2 (PPK2)"	2	0.02	37.91	0.00	0.26	0.00	3.18	0.00	33.73	0.00	0.74	0.00
PF14791	DNA_pol_B_thumb	"DNA polymerase beta thumb "	7	0.07	304.58	0.02	9.94	0.01	16.57	0.01	274.01	0.03	4.06	0.00
PF04898	Glu_syn_central	"Glutamate synthase central domain"	4	0.04	194.41	0.01	0.65	0.00	4.24	0.00	187.73	0.02	1.79	0.00
PF09448	MmlI	"Methylmuconolactone methyl-isomerase"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
PF06620	DUF1150	"Protein of unknown function (DUF1150)"	2	0.02	247.99	0.02	0.04	0.00	3.99	0.00	242.70	0.03	1.26	0.00
PF18139	LSDAT_euk	"SLOG in TRPM"	1	0.01	1783.23	0.11	282.94	0.22	587.09	0.27	15.03	0.00	898.17	0.30
PF00144	Beta-lactamase	"Beta-lactamase"	11	0.11	433.42	0.03	16.52	0.01	17.54	0.01	388.72	0.04	10.64	0.00
PF07503	zf-HYPF	"HypF finger"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF15632	ATPgrasp_Ter	"ATP-grasp in the biosynthetic pathway with Ter operon"	3	0.03	174.40	0.01	10.27	0.01	0.19	0.00	163.58	0.02	0.36	0.00
PF13491	FtsK_4TM	"4TM region of DNA translocase FtsK/SpoIIIE"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
PF02965	Met_synt_B12	"Vitamin B12 dependent methionine synthase, activation domain"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
PF01488	Shikimate_DH	"Shikimate / quinate 5-dehydrogenase"	13	0.13	2599.87	0.17	304.09	0.24	572.45	0.27	864.41	0.09	858.91	0.28
PF00438	S-AdoMet_synt_N	"S-adenosylmethionine synthetase, N-terminal domain"	3	0.03	82.18	0.01	2.57	0.00	0.01	0.00	79.52	0.01	0.08	0.00
PF02628	COX15-CtaA	"Cytochrome oxidase assembly protein"	3	0.03	85.50	0.01	10.21	0.01	17.98	0.01	50.64	0.01	6.66	0.00
PF11066	DUF2867	"Protein of unknown function (DUF2867)"	1	0.01	13.15	0.00	0.00	0.00	0.02	0.00	11.75	0.00	1.38	0.00
PF00403	HMA	"Heavy-metal-associated domain"	4	0.04	124.02	0.01	12.48	0.01	1.43	0.00	107.29	0.01	2.82	0.00
PF03948	Ribosomal_L9_C	"Ribosomal protein L9, C-terminal domain"	3	0.03	122.28	0.01	7.59	0.01	0.24	0.00	114.09	0.01	0.37	0.00
PF02912	Phe_tRNA-synt_N	"Aminoacyl tRNA synthetase class II, N-terminal domain"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
PF00122	E1-E2_ATPase	"E1-E2 ATPase"	4	0.04	195.83	0.01	9.92	0.01	1.42	0.00	181.74	0.02	2.75	0.00
PF13506	Glyco_transf_21	"Glycosyl transferase family 21"	13	0.13	654.37	0.04	10.94	0.01	4.18	0.00	635.45	0.07	3.80	0.00
PF04214	DUF411	"Protein of unknown function, DUF"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
PF10053	DUF2290	"Uncharacterized conserved protein (DUF2290)"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
PF04442	CtaG_Cox11	"Cytochrome c oxidase assembly protein CtaG/Cox11"	3	0.03	331.44	0.02	0.05	0.00	0.72	0.00	330.16	0.04	0.52	0.00
PF01425	Amidase	"Amidase"	10	0.10	988.92	0.06	3.54	0.00	22.73	0.01	955.66	0.10	6.99	0.00
PF00266	Aminotran_5	"Aminotransferase class-V"	33	0.32	1826.66	0.12	37.00	0.03	29.33	0.01	1746.24	0.19	14.09	0.00
PF06081	ArAE_1	"Aromatic acid exporter family member 1"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF04024	PspC	"PspC domain"	4	0.04	192.02	0.01	2.62	0.00	0.33	0.00	188.86	0.02	0.22	0.00
PF14015	DUF4231	"Protein of unknown function (DUF4231)"	2	0.02	1809.66	0.12	283.07	0.22	587.20	0.27	41.17	0.00	898.22	0.30
PF00930	DPPIV_N	"Dipeptidyl peptidase IV (DPP IV) N-terminal region"	10	0.10	353.29	0.02	0.78	0.00	0.67	0.00	344.34	0.04	7.50	0.00
PF13023	HD_3	"HD domain"	2	0.02	79.03	0.01	2.49	0.00	3.64	0.00	72.09	0.01	0.82	0.00
PF02617	ClpS	"ATP-dependent Clp protease adaptor protein ClpS"	6	0.06	257.65	0.02	14.80	0.01	8.85	0.00	229.92	0.03	4.08	0.00
PF03130	HEAT_PBS	"PBS lyase HEAT-like repeat"	5	0.05	3775.91	0.24	565.89	0.44	1174.24	0.55	239.36	0.03	1796.43	0.59
PF00079	Serpin	"Serpin (serine protease inhibitor)"	2	0.02	134.63	0.01	0.00	0.00	0.19	0.00	134.40	0.01	0.05	0.00
PF01128	IspD	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	5	0.05	536.34	0.03	8.41	0.01	1.42	0.00	524.72	0.06	1.79	0.00
PF13432	TPR_16	"Tetratricopeptide repeat"	26	0.25	2014.19	0.13	25.06	0.02	9.33	0.00	1962.11	0.21	17.69	0.01
PF11104	PilM_2	"Type IV pilus assembly protein PilM;"	6	0.06	382.15	0.02	4.76	0.00	3.95	0.00	372.16	0.04	1.28	0.00
PF13473	Cupredoxin_1	"Cupredoxin-like domain"	2	0.02	87.33	0.01	0.12	0.00	0.25	0.00	86.78	0.01	0.17	0.00
PF00145	DNA_methylase	"C-5 cytosine-specific DNA methylase"	1	0.01	64.16	0.00	0.77	0.00	0.81	0.00	61.40	0.01	1.17	0.00
PF06800	Sugar_transport	"Sugar transport protein"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
PF03781	FGE-sulfatase	"Sulfatase-modifying factor enzyme 1"	7	0.07	2168.58	0.14	358.91	0.28	612.77	0.28	272.90	0.03	924.01	0.30
PF05491	RuvB_C	"RuvB C-terminal winged helix domain"	3	0.03	95.93	0.01	3.57	0.00	0.30	0.00	90.40	0.01	1.66	0.00
PF01564	Spermine_synth	"Spermine/spermidine synthase domain"	2	0.02	277.73	0.02	0.01	0.00	0.64	0.00	276.69	0.03	0.39	0.00
PF00692	dUTPase	"dUTPase"	5	0.05	136.43	0.01	0.88	0.00	3.58	0.00	130.87	0.01	1.10	0.00
PF13487	HD_5	"HD domain"	3	0.03	151.54	0.01	10.54	0.01	0.25	0.00	140.48	0.02	0.26	0.00
PF12089	DUF3566	"Transmembrane domain of unknown function (DUF3566)"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
PF04167	DUF402	"Protein of unknown function (DUF402)"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
PF18722	MazG_C	"MazG C-terminal domain"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
PF01255	Prenyltransf	"Putative undecaprenyl diphosphate synthase"	4	0.04	173.07	0.01	10.39	0.01	4.08	0.00	157.33	0.02	1.26	0.00
PF11741	AMIN	"AMIN domain"	5	0.05	503.00	0.03	0.01	0.00	0.61	0.00	501.93	0.05	0.45	0.00
PF08665	PglZ	"PglZ domain"	1	0.01	13.15	0.00	0.00	0.00	0.02	0.00	11.75	0.00	1.38	0.00
PF03928	Haem_degrading	"Haem-degrading"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
PF08340	DUF1732	"Domain of unknown function (DUF1732)"	3	0.03	288.07	0.02	18.25	0.01	3.33	0.00	260.05	0.03	6.43	0.00
PF08459	UvrC_HhH_N	"UvrC Helix-hairpin-helix N-terminal"	4	0.04	376.70	0.02	7.23	0.01	3.89	0.00	364.76	0.04	0.83	0.00
PF13166	AAA_13	"AAA domain"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
PF12625	Arabinose_bd	"Arabinose-binding domain of AraC transcription regulator, N-term"	2	0.02	35.84	0.00	0.27	0.00	0.03	0.00	35.39	0.00	0.15	0.00
PF08410	DUF1737	"Domain of unknown function (DUF1737)"	3	0.03	272.39	0.02	0.24	0.00	4.24	0.00	266.32	0.03	1.59	0.00
PF01996	F420_ligase	"F420-0:Gamma-glutamyl ligase"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
PF00861	Ribosomal_L18p	"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
PF14516	AAA_35	"AAA-like domain"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF03334	PhaG_MnhG_YufB	"Na+/H+ antiporter subunit"	4	0.04	258.85	0.02	0.27	0.00	4.10	0.00	251.59	0.03	2.89	0.00
PF03726	PNPase	"Polyribonucleotide nucleotidyltransferase, RNA binding domain"	4	0.04	212.62	0.01	10.26	0.01	3.75	0.00	197.46	0.02	1.16	0.00
PF14437	MafB19-deam	"MafB19-like deaminase"	16	0.15	871.41	0.06	25.12	0.02	12.53	0.01	796.61	0.09	37.14	0.01
PF05201	GlutR_N	"Glutamyl-tRNAGlu reductase, N-terminal domain"	5	0.05	1856.03	0.12	300.78	0.23	564.13	0.26	135.16	0.01	855.96	0.28
PF05343	Peptidase_M42	"M42 glutamyl aminopeptidase"	5	0.05	260.25	0.02	18.28	0.01	0.39	0.00	238.00	0.03	3.57	0.00
PF13603	tRNA-synt_1_2	"Leucyl-tRNA synthetase, Domain 2"	6	0.06	533.08	0.03	5.07	0.00	1.26	0.00	525.81	0.06	0.95	0.00
PF00176	SNF2_N	"SNF2 family N-terminal domain"	6	0.06	242.84	0.02	0.93	0.00	0.21	0.00	241.46	0.03	0.25	0.00
PF05103	DivIVA	"DivIVA protein"	3	0.03	156.66	0.01	11.14	0.01	0.12	0.00	144.94	0.02	0.46	0.00
PF00504	Chloroa_b-bind	"Chlorophyll A-B binding protein"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
PF14794	DUF4479	"Domain of unknown function (DUF4479)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF03412	Peptidase_C39	"Peptidase C39 family"	3	0.03	217.55	0.01	0.01	0.00	0.04	0.00	217.42	0.02	0.08	0.00
PF00872	Transposase_mut	"Transposase, Mutator family"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
PF13861	FLgD_tudor	"FlgD Tudor-like domain"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
PF00499	Oxidored_q3	"NADH-ubiquinone/plastoquinone oxidoreductase chain 6"	4	0.04	367.95	0.02	0.92	0.00	0.82	0.00	364.64	0.04	1.57	0.00
PF04768	NAT	"NAT, N-acetyltransferase, of N-acetylglutamate synthase"	2	0.02	568.28	0.04	58.14	0.05	377.96	0.18	43.56	0.00	88.63	0.03
PF03411	Peptidase_M74	"Penicillin-insensitive murein endopeptidase"	3	0.03	218.92	0.01	5.22	0.00	6.05	0.00	203.00	0.02	4.64	0.00
PF10294	Methyltransf_16	"Lysine methyltransferase"	4	0.04	96.11	0.01	2.59	0.00	0.01	0.00	93.43	0.01	0.09	0.00
PF03958	Secretin_N	"Bacterial type II/III secretion system short domain"	4	0.04	188.36	0.01	0.51	0.00	16.89	0.01	167.58	0.02	3.37	0.00
PF02357	NusG	"Transcription termination factor nusG"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
