#accession	id	type	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	desc
PF12627.7	PolyA_pol_RNAbd	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.00	0.00	0	0	Probable RNA and SrmB- binding site of polymerase A
PF12679.7	ABC2_membrane_2	Domain	2	0.05	13095.31	0.05	3084.55	0.05	4064.37	0.05	2057.07	0.04	3889.33	0.05	0	0.00	0	0	ABC-2 family transporter protein
PF12680.7	SnoaL_2	Domain	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.01	0.01	0.02	0.00	SnoaL-like domain
PF12697.7	Abhydrolase_6	Domain	2	0.05	12942.71	0.05	3053.49	0.05	3979.87	0.05	2096.39	0.05	3812.96	0.05	0.03	0.03	0.02	0.01	Alpha/beta hydrolase family
PF12698.7	ABC2_membrane_3	Family	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.00	0.00	0	0.00	ABC-2 family transporter protein
PF12704.7	MacB_PCD	Family	2	0.05	12995.90	0.05	3065.34	0.05	3977.93	0.05	2128.12	0.05	3824.52	0.05	0.00	0.01	0.00	0.00	MacB-like periplasmic core domain
PF12705.7	PDDEXK_1	Domain	3	0.07	18759.25	0.07	4402.99	0.07	5757.40	0.07	3041.16	0.07	5557.69	0.07	0.00	0.00	0	0.00	PD-(D/E)XK nuclease superfamily
PF12706.7	Lactamase_B_2	Domain	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0	0	0	0	Beta-lactamase superfamily domain
PF12710.7	HAD	Family	6	0.14	37872.15	0.14	8920.49	0.13	11537.80	0.14	6249.53	0.14	11164.31	0.14	0.00	0.00	0.00	0.00	haloacid dehalogenase-like hydrolase
PF12727.7	PBP_like	Family	3	0.07	17942.08	0.06	4203.05	0.06	5439.13	0.06	2963.71	0.06	5336.19	0.06	0.00	0.00	0.00	0.00	PBP superfamily domain
PF12732.7	YtxH	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.01	0.00	0	0.01	YtxH-like protein
PF12769.7	PNTB_4TM	Family	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12770.7	CHAT	Domain	35	0.80	219776.97	0.78	51844.05	0.78	67577.55	0.79	35327.46	0.77	65027.94	0.79	0.08	0.10	0.06	0.09	CHAT domain
PF12773.7	DZR	Family	2	0.05	12565.12	0.04	2956.66	0.04	3901.49	0.05	1969.51	0.04	3737.48	0.05	0.00	0.00	0.00	0.00	Double zinc ribbon
PF12799.7	LRR_6	Repeat	5	0.11	31604.59	0.11	7467.05	0.11	9582.63	0.11	5284.87	0.11	9270.07	0.11	0.01	0.00	0	0.00	Leucine Rich repeat
PF12801.7	Sigma54_activat	Domain	2	0.05	13737.98	0.05	3281.40	0.05	4122.44	0.05	2300.18	0.05	4033.94	0.05	0	0.01	0.00	0.00	Sigma-54 interaction domain
PF12804.7	NTP_transf_3	Domain	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0.00	0.00	0	0.00	MobA-like NTP transferase domain
PF12826.7	HHH_2	Motif	2	0.05	12955.51	0.05	3050.43	0.05	4021.83	0.05	2058.69	0.04	3824.55	0.05	0	0	0	0	Helix-hairpin-helix motif
PF12831.7	FAD_oxidored	Family	4	0.09	25440.06	0.09	5973.71	0.09	7816.59	0.09	4066.46	0.09	7583.31	0.09	1.84	1.93	1.78	2.37	FAD dependent oxidoreductase
PF12833.7	HTH_18	Domain	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0	0	0	0	Helix-turn-helix domain
PF12836.7	HHH_3	Domain	2	0.05	13217.49	0.05	3139.27	0.05	3893.69	0.05	2328.63	0.05	3855.90	0.05	0	0	0	0	Helix-hairpin-helix motif
PF12840.7	HTH_20	Domain	4	0.09	26094.88	0.09	6137.66	0.09	7915.59	0.09	4375.24	0.09	7666.39	0.09	0.43	0.49	0.48	0.51	Helix-turn-helix domain
PF12844.7	HTH_19	Domain	3	0.07	20236.48	0.07	4809.34	0.07	5792.46	0.07	3909.09	0.08	5725.58	0.07	0.01	0.01	0.01	0.02	Helix-turn-helix domain
PF12867.7	DinB_2	Domain	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0	0	0	0	DinB superfamily
PF12894.7	ANAPC4_WD40	Repeat	9	0.21	58514.87	0.21	13801.86	0.21	17535.86	0.21	10205.02	0.22	16972.13	0.21	0.05	0.06	0.04	0.05	Anaphase-promoting complex subunit 4 WD40 domain
PF12895.7	ANAPC3	Domain	3	0.07	18821.95	0.07	4465.96	0.07	5640.48	0.07	3171.48	0.07	5544.03	0.07	0.01	0.00	0	0.00	Anaphase-promoting complex, cyclosome, subunit 3
PF12911.7	OppC_N	Domain	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0.00	0.00	0.00	0.00	N-terminal TM domain of oligopeptide transport permease C
PF12950.7	TaqI_C	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.00	0.01	0.00	0.00	TaqI-like C-terminal specificity domain
PF12965.7	DUF3854	Domain	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0.00	0.01	0	0.00	Domain of unknown function (DUF3854)
PF13005.7	zf-IS66	Domain	3	0.07	21007.36	0.08	4888.16	0.07	6862.57	0.08	2954.79	0.06	6301.82	0.08	0	0	0	0	zinc-finger binding domain of transposase IS66
PF13007.7	LZ_Tnp_IS66	Family	1	0.02	1103.18	0.00	204.86	0.00	474.32	0.01	72.28	0.00	351.72	0.00	0	0	0	0	Transposase C of IS166 homeodomain
PF13085.6	Fer2_3	Domain	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	2Fe-2S iron-sulfur cluster binding domain
PF13089.6	PP_kinase_N	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Polyphosphate kinase N-terminal domain
PF13090.6	PP_kinase_C	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Polyphosphate kinase C-terminal domain 2
PF13091.6	PLDc_2	Domain	2	0.05	13487.61	0.05	3213.20	0.05	4161.43	0.05	2140.03	0.05	3972.96	0.05	0	0	0	0	PLD-like domain
PF13167.6	GTP-bdg_N	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.00	0.00	0.00	0.00	GTP-binding GTPase N-terminal
PF13174.6	TPR_6	Repeat	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	Tetratricopeptide repeat
PF13175.6	AAA_15	Domain	15	0.34	99117.67	0.35	23480.39	0.36	30224.28	0.35	16331.69	0.35	29081.29	0.35	0.22	0.21	0.21	0.23	AAA ATPase domain
PF13176.6	TPR_7	Repeat	6	0.14	39531.75	0.14	9367.59	0.14	11918.26	0.14	6688.23	0.14	11557.64	0.14	0.01	0.00	0.01	0.01	Tetratricopeptide repeat
PF13177.6	DNA_pol3_delta2	Domain	1	0.02	6668.78	0.02	1601.52	0.02	1790.76	0.02	1445.50	0.03	1831.01	0.02	0.00	0.01	0	0.00	DNA polymerase III, delta subunit
PF13180.6	PDZ_2	Domain	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0.00	0.00	0.00	0	PDZ domain
PF13181.6	TPR_8	Repeat	13	0.30	84823.35	0.30	20078.25	0.30	25420.92	0.30	14565.27	0.32	24758.89	0.30	0.01	0.03	0.01	0.03	Tetratricopeptide repeat
PF13183.6	Fer4_8	Domain	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	4Fe-4S dicluster domain
PF13184.6	KH_5	Domain	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	NusA-like KH domain
PF13185.6	GAF_2	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	GAF domain
PF13188.7	PAS_9	Domain	4	0.09	25950.92	0.09	6127.73	0.09	8021.44	0.09	4160.40	0.09	7641.34	0.09	0	0	0	0	PAS domain
PF13191.6	AAA_16	Domain	14	0.32	90397.12	0.32	21335.20	0.32	27659.66	0.32	14678.61	0.32	26723.65	0.32	0.21	0.27	0.31	0.23	AAA ATPase domain
PF13192.6	Thioredoxin_3	Domain	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	Thioredoxin domain
PF13193.6	AMP-binding_C	Domain	3	0.07	19317.31	0.07	4547.71	0.07	5987.94	0.07	3068.35	0.07	5713.32	0.07	0.04	0.03	0.03	0.01	AMP-binding enzyme C-terminal domain
PF13200.6	DUF4015	Domain	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0.04	0.04	0.05	0.05	Putative glycosyl hydrolase domain
PF13207.6	AAA_17	Domain	2	0.05	13446.49	0.05	3159.92	0.05	4111.77	0.05	2242.59	0.05	3932.19	0.05	0.21	0.11	0.17	0.18	AAA domain
PF13229.6	Beta_helix	Family	1	0.02	5886.60	0.02	1378.98	0.02	1811.63	0.02	943.71	0.02	1752.28	0.02	0	0	0	0	Right handed beta helix region
PF13230.6	GATase_4	Domain	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0	0	0	0	Glutamine amidotransferases class-II
PF13231.6	PMT_2	Family	10	0.23	64941.78	0.23	15327.69	0.23	19898.82	0.23	10561.14	0.23	19154.14	0.23	0.06	0.06	0.05	0.06	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF13238.6	AAA_18	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.01	0.00	0.00	0.01	AAA domain
PF13240.6	zinc_ribbon_2	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	zinc-ribbon domain
PF13242.6	Hydrolase_like	Domain	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0	0	0	0	HAD-hyrolase-like
PF13244.6	DUF4040	Family	1	0.02	6251.14	0.02	1458.98	0.02	1957.54	0.02	923.00	0.02	1911.62	0.02	0	0	0	0	Domain of unknown function (DUF4040)
PF13245.6	AAA_19	Domain	5	0.11	32243.16	0.12	7598.09	0.11	9847.39	0.12	5272.76	0.11	9524.92	0.12	0.07	0.06	0.05	0.07	AAA domain
PF13246.6	Cation_ATPase	Family	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0	0	0	0	Cation transport ATPase (P-type)
PF13249.6	SQHop_cyclase_N	Domain	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	Squalene-hopene cyclase N-terminal domain
PF13280.6	WYL	Domain	3	0.07	19016.58	0.07	4489.09	0.07	5769.90	0.07	3193.60	0.07	5563.98	0.07	0.00	0.00	0	0.00	WYL domain
PF13282.6	DUF4070	Domain	3	0.07	19025.03	0.07	4461.31	0.07	5850.54	0.07	3060.80	0.07	5652.37	0.07	0	0	0	0	Domain of unknown function (DUF4070)
PF13288.6	DXPR_C	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	DXP reductoisomerase C-terminal domain
PF13292.6	DXP_synthase_N	Family	1	0.02	5759.87	0.02	1339.68	0.02	1769.38	0.02	910.61	0.02	1740.19	0.02	0.02	0.01	0.05	0.02	1-deoxy-D-xylulose-5-phosphate synthase
PF13301.6	DUF4079	Family	2	0.05	13346.94	0.05	3162.53	0.05	3993.78	0.05	2278.75	0.05	3911.88	0.05	0	0	0	0	Protein of unknown function (DUF4079)
PF13304.6	AAA_21	Domain	7	0.16	45326.06	0.16	10738.41	0.16	13915.50	0.16	7177.69	0.16	13494.47	0.16	0.65	0.74	0.51	0.71	AAA domain, putative AbiEii toxin, Type IV TA system
PF13319.6	DUF4090	Family	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0	0	0	0	Protein of unknown function (DUF4090)
PF13326.6	PSII_Pbs27	Family	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0.01	0.01	0.00	0.00	Photosystem II Pbs27
PF13328.6	HD_4	Family	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	HD domain
PF13335.6	Mg_chelatase_C	Family	1	0.02	6487.32	0.02	1519.45	0.02	2062.19	0.02	979.76	0.02	1925.93	0.02	0	0	0	0	Magnesium chelatase, subunit ChlI C-terminal
PF13337.6	Lon_2	Family	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	Putative ATP-dependent Lon protease
PF13353.6	Fer4_12	Domain	6	0.14	38709.97	0.14	9186.29	0.14	11701.94	0.14	6454.39	0.14	11367.37	0.14	0.05	0.09	0.06	0.07	4Fe-4S single cluster domain
PF13354.6	Beta-lactamase2	Domain	2	0.05	13088.27	0.05	3109.59	0.05	3869.87	0.05	2262.19	0.05	3846.62	0.05	0	0	0	0	Beta-lactamase enzyme family
PF13355.6	DUF4101	Family	2	0.05	13008.72	0.05	3068.91	0.05	4017.07	0.05	2090.96	0.05	3831.79	0.05	0.01	0.02	0.00	0.01	Protein of unknown function (DUF4101)
PF13358.6	DDE_3	Domain	3	0.07	129349.53	0.46	30801.03	0.47	41170.01	0.48	18248.08	0.40	39130.39	0.47	0	0	0	0	superfamily endonuclease
PF13360.6	PQQ_2	Domain	2	0.05	12943.97	0.05	3056.75	0.05	3923.72	0.05	2173.37	0.05	3790.14	0.05	0	0	0	0	PQQ-like domain
PF13361.6	UvrD_C	Domain	4	0.09	25803.51	0.09	6086.18	0.09	7853.20	0.09	4252.70	0.09	7611.43	0.09	0.07	0.06	0.05	0.07	UvrD-like helicase C-terminal domain
PF13365.6	Trypsin_2	Domain	5	0.11	32608.05	0.12	7696.07	0.12	9946.75	0.12	5480.61	0.12	9484.63	0.12	0.03	0.01	0.01	0.03	Trypsin-like peptidase domain
PF13366.6	PDDEXK_3	Domain	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0.00	0.00	0.00	0.00	PD-(D/E)XK nuclease superfamily
PF13368.6	Toprim_C_rpt	Domain	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0.00	0.00	0	0	Topoisomerase C-terminal repeat
PF13369.6	Transglut_core2	Family	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0.17	0.13	0.22	0.14	Transglutaminase-like superfamily
PF13370.6	Fer4_13	Domain	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	4Fe-4S single cluster domain of Ferredoxin I
PF13371.6	TPR_9	Repeat	3	0.07	19461.40	0.07	4577.17	0.07	6040.49	0.07	3040.34	0.07	5803.39	0.07	0.17	0.13	0.22	0.15	Tetratricopeptide repeat
PF13374.6	TPR_10	Repeat	34	0.78	177899.11	0.64	41944.36	0.63	54088.26	0.63	29471.01	0.64	52395.53	0.64	0.05	0.06	0.06	0.07	Tetratricopeptide repeat
PF13378.6	MR_MLE_C	Domain	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.03	0.04	0.02	0.03	Enolase C-terminal domain-like
PF13379.6	NMT1_2	Family	1	0.02	5886.60	0.02	1378.98	0.02	1811.63	0.02	943.71	0.02	1752.28	0.02	0	0	0	0	NMT1-like family
PF13384.6	HTH_23	Domain	3	0.07	13588.76	0.05	3138.31	0.05	4329.76	0.05	2026.37	0.04	4094.33	0.05	0.02	0.03	0.02	0.02	Homeodomain-like domain
PF13386.6	DsbD_2	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	Cytochrome C biogenesis protein transmembrane region 
PF13392.6	HNH_3	Domain	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	HNH endonuclease
PF13393.6	tRNA-synt_His	Domain	1	0.02	6343.85	0.02	1498.40	0.02	1918.96	0.02	1037.37	0.02	1889.12	0.02	0	0	0	0	Histidyl-tRNA synthetase
PF13394.6	Fer4_14	Domain	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0.00	0	0	4Fe-4S single cluster domain
PF13399.6	LytR_C	Domain	2	0.05	12882.89	0.05	3049.12	0.05	3874.57	0.05	2165.69	0.05	3793.51	0.05	0	0	0	0	LytR cell envelope-related transcriptional attenuator
PF13401.6	AAA_22	Domain	2	0.05	12801.56	0.05	3023.49	0.05	3890.91	0.05	2115.18	0.05	3771.99	0.05	0.02	0.02	0.02	0.02	AAA domain
PF13409.6	GST_N_2	Domain	3	0.07	19196.97	0.07	4522.28	0.07	5883.23	0.07	3124.34	0.07	5667.11	0.07	0.00	0.00	0.00	0.00	Glutathione S-transferase, N-terminal domain
PF13410.6	GST_C_2	Domain	1	0.02	6325.50	0.02	1503.80	0.02	1871.55	0.02	1099.39	0.02	1850.76	0.02	0	0	0	0	Glutathione S-transferase, C-terminal domain
PF13413.6	HTH_25	Domain	2	0.05	12835.81	0.05	3036.48	0.05	3889.31	0.05	2105.69	0.05	3804.33	0.05	0	0	0	0	Helix-turn-helix domain
PF13414.6	TPR_11	Repeat	9	0.21	58966.44	0.21	14002.66	0.21	17664.05	0.21	10028.61	0.22	17271.11	0.21	0.03	0.04	0.04	0.04	TPR repeat
PF13419.6	HAD_2	Family	3	0.07	19905.13	0.07	4712.45	0.07	5992.74	0.07	3385.97	0.07	5813.99	0.07	0	0	0	0	Haloacid dehalogenase-like hydrolase
PF13424.6	TPR_12	Repeat	14	0.32	84016.05	0.30	19769.59	0.30	25462.69	0.30	14177.04	0.31	24606.74	0.30	0.03	0.03	0.03	0.04	Tetratricopeptide repeat
PF13426.7	Response_reg	Domain	11	0.25	72080.12	0.26	16980.66	0.26	22411.60	0.26	11377.67	0.25	21310.22	0.26	0.08	0.08	0.13	0.07	Response regulator receiver domain
PF13428.6	TPR_14	Repeat	1	0.02	6343.85	0.02	1498.40	0.02	1918.96	0.02	1037.37	0.02	1889.12	0.02	0	0	0	0	Tetratricopeptide repeat
PF13430.6	DUF4112	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	Domain of unknown function (DUF4112)
PF13431.6	TPR_17	Repeat	1	0.02	5900.45	0.02	1384.66	0.02	1864.43	0.02	874.25	0.02	1777.12	0.02	0	0	0	0	Tetratricopeptide repeat
PF13432.6	TPR_16	Family	18	0.41	115771.54	0.41	27245.04	0.41	35022.24	0.41	19720.33	0.43	33783.90	0.41	0.00	0.01	0.00	0.00	Tetratricopeptide repeat
PF13434.6	K_oxygenase	Family	2	0.05	12912.20	0.05	3040.73	0.05	3930.86	0.05	2131.37	0.05	3809.23	0.05	0	0	0	0	L-lysine 6-monooxygenase (NADPH-requiring)
PF13437.6	HlyD_3	Family	7	0.16	45328.01	0.16	10746.24	0.16	13662.57	0.16	7690.76	0.17	13228.45	0.16	0.01	0.01	0.01	0.01	HlyD family secretion protein
PF13439.6	Glyco_transf_4	Domain	15	0.34	89783.07	0.32	21248.72	0.32	27100.44	0.32	14997.70	0.33	26436.18	0.32	0.43	0.35	0.63	0.36	Glycosyltransferase Family 4
PF13442.6	Cytochrome_CBB3	Domain	2	0.05	13068.20	0.05	3076.75	0.05	3998.01	0.05	2149.51	0.05	3843.93	0.05	0	0	0	0	Cytochrome C oxidase, cbb3-type, subunit III
PF13443.6	HTH_26	Domain	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	Cro/C1-type HTH DNA-binding domain
PF13448.6	DUF4114	Family	5	0.11	32111.12	0.11	7572.38	0.11	9807.66	0.11	5212.87	0.11	9518.22	0.12	0.00	0.01	0.01	0.01	Domain of unknown function (DUF4114)
PF13449.6	Phytase-like	Domain	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0	0	0	0	Esterase-like activity of phytase
PF13453.6	zf-TFIIB	Domain	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Transcription factor zinc-finger
PF13460.6	NAD_binding_10	Domain	1	0.02	6562.68	0.02	1548.76	0.02	2089.93	0.02	969.20	0.02	1954.80	0.02	0	0	0	0	NAD(P)H-binding
PF13464.6	DUF4115	Domain	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0	Domain of unknown function (DUF4115)
PF13470.6	PIN_3	Domain	2	0.05	12986.58	0.05	3074.23	0.05	3956.11	0.05	2161.16	0.05	3795.08	0.05	0.06	0.07	0.07	0.05	PIN domain
PF13473.6	Cupredoxin_1	Domain	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	Cupredoxin-like domain
PF13476.6	AAA_23	Domain	5	0.11	32714.96	0.12	7703.71	0.12	10063.72	0.12	5318.85	0.12	9628.67	0.12	0.01	0.01	0.01	0.01	AAA domain
PF13480.7	Acetyltransf_6	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	Acetyltransferase (GNAT) domain
PF13481.6	AAA_25	Domain	3	0.07	19716.16	0.07	4665.73	0.07	6020.80	0.07	3221.82	0.07	5807.80	0.07	0	0	0	0.00	AAA domain
PF13482.6	RNase_H_2	Domain	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0.03	0.03	0.01	0.04	RNase_H superfamily
PF13483.6	Lactamase_B_3	Domain	2	0.05	12795.97	0.05	3019.73	0.05	3841.47	0.04	2174.13	0.05	3760.64	0.05	0	0	0	0	Beta-lactamase superfamily domain
PF13484.6	Fer4_16	Domain	1	0.02	6410.04	0.02	1509.59	0.02	2054.70	0.02	933.93	0.02	1911.82	0.02	0	0	0	0	4Fe-4S double cluster binding domain
PF13487.6	HD_5	Domain	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	HD domain
PF13500.6	AAA_26	Domain	6	0.14	32528.58	0.12	7663.47	0.12	9945.85	0.12	5250.87	0.11	9668.37	0.12	0.09	0.13	0.12	0.12	AAA domain
PF13506.6	Glyco_transf_21	Domain	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	Glycosyl transferase family 21
PF13510.6	Fer2_4	Domain	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0.00	2Fe-2S iron-sulfur cluster binding domain
PF13517.6	VCBS	Repeat	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0.04	0.03	0.03	0.04	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13521.6	AAA_28	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	AAA domain
PF13522.6	GATase_6	Domain	2	0.05	12858.09	0.05	3024.31	0.05	3937.27	0.05	2080.99	0.05	3815.52	0.05	0	0	0	0	Glutamine amidotransferase domain
PF13524.6	Glyco_trans_1_2	Domain	5	0.11	32095.84	0.11	7542.16	0.11	9735.00	0.11	5341.73	0.12	9476.94	0.12	0.01	0.00	0.00	0.00	Glycosyl transferases group 1
PF13527.7	Acetyltransf_9	Domain	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0	0	0	0	Acetyltransferase (GNAT) domain
PF13529.6	Peptidase_C39_2	Domain	5	0.11	32066.19	0.11	7570.55	0.11	9598.37	0.11	5443.42	0.12	9453.84	0.11	0.05	0.06	0.05	0.05	Peptidase_C39 like family
PF13530.6	SCP2_2	Domain	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0	0	0	0	Sterol carrier protein domain
PF13533.6	Biotin_lipoyl_2	Domain	5	0.11	31828.50	0.11	7508.82	0.11	9770.24	0.11	5139.69	0.11	9409.76	0.11	0	0	0	0	Biotin-lipoyl like
PF13534.6	Fer4_17	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	4Fe-4S dicluster domain
PF13538.6	UvrD_C_2	Domain	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.00	0.00	0.00	UvrD-like helicase C-terminal domain
PF13541.6	ChlI	Domain	2	0.05	12867.11	0.05	3018.53	0.05	4020.97	0.05	2019.97	0.04	3807.65	0.05	0	0	0	0.00	Subunit ChlI of Mg-chelatase
PF13548.6	DUF4126	Domain	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	Domain of unknown function (DUF4126)
PF13549.6	ATP-grasp_5	Domain	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	ATP-grasp domain
PF13551.6	HTH_29	Domain	1	0.02	70678.80	0.25	16859.20	0.25	22210.40	0.26	10378.80	0.22	21230.40	0.26	0	0	0	0	Winged helix-turn helix
PF13558.6	SbcCD_C	Domain	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	Putative exonuclease SbcCD, C subunit
PF13559.6	DUF4129	Domain	1	0.02	6584.83	0.02	1553.23	0.02	2076.31	0.02	1005.31	0.02	1949.99	0.02	0	0	0	0	Domain of unknown function (DUF4129)
PF13563.6	2_5_RNA_ligase2	Family	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0.09	0.14	0.11	0.07	2'-5' RNA ligase superfamily
PF13567.6	DUF4131	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.02	0.02	0.00	0.01	Domain of unknown function (DUF4131)
